,label,pf_label,statement,subject,speaker,job,state,party,context
2543,True,TRUE,"Today, if you were raised poor, youre just as likely to stay poor as you were 50 years ago.","families,income,poverty",paul-ryan,U.S. Representative,Wisconsin,republican,a column posted on Medium.com
2544,False,pants-fire,"President Barack Obama told a room of students, Children, every time I clap my hands together, a child in America dies from gun violence, and then a child told him he could solve the problem by not clapping any more.",guns,chain-email,,,none,a chain email
2545,False,pants-fire,NASA scientists fudged the numbers to make 1998 the hottest year to overstate the extent of global warming.,"climate-change,environment",steve-doocy,"Co-host of Fox New Channel's ""Fox and Friends""",New York,journalist,"a broadcast of ""Fox and Friends."""
2546,True,TRUE,Sixteen million jobs were created under Ronald Reagans presidency.,jobs,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,a speech
2547,False,pants-fire,This would be the largest casino in the United States.,gambling,its-still-bad-idea,,Oregon,organization,a campaign press event
2548,True,TRUE,Barack Obama ... 96 percent of his votes have been solely along party line.,candidates-biography,sarah-palin,,Alaska,republican,St. Louis
2549,True,TRUE,"John McCain ""has not led on nonproliferation issues when he had the chance in the Senate.""",foreign-policy,barack-obama,President,Illinois,democrat,a statement by campaign spokesman Bill Burton
2550,True,TRUE,American polling shows Russian President Vladimir Putin has an 80 percent approval rating.,polls,donald-trump,President-Elect,New York,republican,"an interview on NBC's ""Meet the Press"""
2551,True,TRUE,Pasco County schools have graduation rates substantially higher than the state average and dropout rates below the state average.,education,heather-fiorentino,superintendent of Pasco County's public schools,Florida,republican,a press release
2552,True,TRUE,Barack Obama promised he would cut the deficit in half but didnt.,federal-budget,lenny-curry,chairman of the Republican Party of Florida,Florida,republican,"an interview on ""Political Connections"""
2553,True,TRUE,Health care premiums for consumers have doubled since 2001.,health-care,jay-rockefeller,U.S. Senator,West Virginia,democrat,a column in the newspaper Roll Call
2554,False,pants-fire,Rick Perry recently said he wanted another (Texas) business tax.,"state-budget,taxes",kathie-glass,lawyer,Texas,libertarian,a debate.
2555,False,pants-fire,Wisconsin dropped from second in the country to 41st among states where more than half the students took the ACT exam.,"children,education,state-budget,states",state-democratic-party-wisconsin,,Wisconsin,democrat,a news release
2556,False,pants-fire,"At age 76 when you most need it, you are not eligible for cancer treatment under Affordable Care Act.","health-care,medicare",chain-email,,,none,a chain email
2557,False,pants-fire,Four state Assembly Democrats scored a death blow to northeast Wisconsins economy by killing hundreds of jobs at a potential Bass Pro Shops near Green Bay.,"environment,jobs",scott-suder,state Assembly majority leader,Wisconsin,republican,a news release
2558,True,TRUE,The president campaigned against this type of legislation.,federal-budget,john-boehner,Speaker of the House of Representatives,Ohio,republican,a speech on the House floor.
2559,True,TRUE,I said no to these big bank bailouts.,"economy,message-machine,voting-record",lloyd-doggett,Texas congressman in the U.S. Houst of Representatives,Texas,democrat,a TV ad
2560,True,TRUE,The collective net worth of Americans has taken a $5.5 trillion hit ... mainly due to plummeting home values.,"economy,housing",nina-turner,State senator,Ohio,democrat,an opinion column
2561,True,TRUE,"The average Georgia family makes $6,000 less than the average family did 10 years ago when inflation is factored in.","economy,income",jason-carter,State Senator,Georgia,democrat,a speech
2562,True,TRUE,"Since John F. Kennedy was assassinated in 1963, more Americans have died by gunfire within our own country than American servicemen and women who were killed in all our wars.",guns,virginia-center-public-safety,,Virginia,organization,a rally flier
2563,True,TRUE,"It costs $10,000 a year to keep a child in school; it costs $30,000 a year to keep someone in prison.","crime,education,public-safety,state-budget",john-kitzhaber,Governor of Oregon,Oregon,democrat,in State of the State speech
2564,True,TRUE,"Last weeks three most-viewed television programs wereSunday Night Football, Thursday Night Football and Monday Night Football.",sports,george-will,Columnist,Maryland,columnist,"a panel on ""Fox News Sunday"""
2565,True,TRUE,"About 106,000 soldiers had a prescription of three weeks or more for pain, depression or anxiety medication.","health-care,military,abc-news-week",gen-peter-chiarelli,"Vice Chief of Staff, United States Army",,none,"an interview on ""This Week."""
2566,False,pants-fire,"If you and I fail to defund ObamaCare now, some 16,000 new IRS agents will be begin prying into our private medical records, eyeing each and every one of our treatments and prescriptions for violations.","health-care,retirement",association-mature-american-citizens,,"Washington, D.C. ",organization,a direct mail letter
2567,True,TRUE,John McCain says it's okay with him if the U.S. spends the next thousand years in Iraq.,iraq,votevetsorg,,,none,a television ad.
2568,True,TRUE,"In 2015, illegal immigrants accounted for 75 percent of federal drug possession convictions and 5 percent to 30 percent of convictions for murder and kidnapping plus two other crimes.","crime,criminal-justice,immigration",sean-hannity,Radio/TV host,,none,a slide presented on Hannityâs show during an Austin interview of Donald Trump
2569,False,pants-fire,Federal health care reforms amounted to the government takeover of health care.,health-care,tommy-thompson,,Wisconsin,republican,a television ad
2570,False,pants-fire,Mitch McConnell voted with Harry Reid to infringe on our gun rights.,"congress,guns",matt-bevin,Investment manager,Kentucky,republican,a television ad
2571,False,pants-fire,The Cleveland police has issued a stand down order to officers.,public-safety,mike-cernovich,blogger,California,none,his blog
2572,True,TRUE,"The Keystone pipeline creates 35 permanent jobs after construction, according to a government report.","energy,environment",van-jones,"Co-host of CNN's ""Crossfire""","Washington, D.C.",democrat,"a segment on CNN's ""Crossfire"""
2573,True,TRUE,Rhode Islands exports have increased by 53 percent in the last two years.,"economy,states,trade",lisa-tomasso,State Representative,Rhode Island,democrat,a news release.
2574,False,pants-fire,Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Sean Duffys Republican Majority.,campaign-finance,democratic-congressional-campaign-committee,,,democrat,a news release
2575,True,TRUE,"A YouTube video shows Thomas DiMassimo, the man who rushed Trump at an Ohio rally, dragging the American flag on the ground like it was a piece of garbage.",elections,donald-trump,President-Elect,New York,republican,"Donald Trump on Sunday, March 13th, 2016, in an interview on ""Meet the Press"""
2576,True,TRUE,"Obama worked with ""Sen. Dick Lugar, a Republican, to help lock down loose nuclear weapons.""",military,barack-obama,President,Illinois,democrat,a television ad
2577,False,pants-fire,The United States is at historic record highs of individuals being apprehended on the border from countries with terrorist ties such as Pakistan or Afghanistan or Syria.,"afghanistan,immigration,terrorism",rick-perry,Governor,Texas,republican,"comments on CNN's ""State of the Union"""
2578,True,TRUE,Sayvideo shows massive alligator strolling across Florida golf course.,animals,blog-posting,,,none,Internet posts
2579,True,TRUE,"If you look at the number of illegal immigrants coming into the country, it is net zero. Its been that way now for almost two years.",immigration,jeb-bush,,Florida,republican,an interview on 'Meet the Press.'
2580,False,pants-fire,"Joseph Stalin said if you want to bring America down you, have to undermine three things: our spiritual life, our patriotism and our morality.",foreign-policy,ben-carson,,,republican,a GOP debate on CBS
2581,True,TRUE,Almost every state has offered an insurance plan on its health exchange that does not cover abortion.,"abortion,health-care,women",Rhode_Island_Catholic,,Rhode Island,none,a newspaper editorial
2582,True,TRUE,Georgia has the second-highest rate of childhood obesity in the United States.,children,childrens-healthcare-atlanta,,,none,a press release
2583,False,pants-fire,A bill by Earl Blumenauer would mandate GPS tracking devices on all our vehicles.,"privacy,transportation",delia-lopez,Real estate investor,Oregon,republican,a statement on campaign website
2584,True,TRUE,Four out of 10 homicides are committed by gun in this city.,"crime,guns",sam-adams,Mayor of Portland,Oregon,democrat,a city council meeting
2585,False,pants-fire,A picture shows former President Bill Clinton naked with another woman.,fake-news,political-insider,,,none,a post on their website
2586,False,pants-fire,"It probably costs more than $300,000 to run for a seat on the Pedernales Electric Cooperative board of directors.","elections,energy",troy-fraser,"Businessman, investor",Texas,republican,a Texas Senate committee hearing.
2587,True,TRUE,The House has never failed to pass a budget in the modern era.,"federal-budget,abc-news-week",john-boehner,Speaker of the House of Representatives,Ohio,republican,"an interview on ABC's ""This Week''"
2588,True,TRUE,"Tommy Thompson created the first school choice program in the nation, giving thousands of Milwaukee students the choice of where they go to school no matter where they live or how much money their parents make.",education,tommy-thompson,,Wisconsin,republican,his campaign Web site.
2589,True,TRUE,"The Baucus bill ""contains provisions that would send massive federal subsidies directly to both private insurance plans and government-chartered cooperatives that pay for elective abortion.""","abortion,health-care",national-right-life-committee,,,none,a press release
2590,True,TRUE,"Obama ""won health care for 150,000 people.""",health-care,barack-obama,President,Illinois,democrat,
2591,True,TRUE,State governments have little ability to stimulate job growth in the short run.,economy,david-wyss,,,none,a newspaper article
2592,True,TRUE,He (Obama) chairs the subcommittee on Europe. ... He's held not one substantive hearing to do oversight.,foreign-policy,hillary-clinton,Presidential candidate,New York,democrat,a debate in Cleveland
2593,True,TRUE,"Sarah Palin ""already has more executive experience"" than Barack Obama and Joe Biden ""combined.""",candidates-biography,rudy-giuliani,Attorney,New York,republican,"St. Paul, Minn."
2594,True,TRUE,"Texas has, now, the highest share of minimum-wage workers in the nation.",workers,linda-chavez-thompson,Labor organizer,Texas,democrat,a speech to the Central Texas Democratic Forum
2595,True,TRUE,Nothing in the Constitution explicitly guarantees our right to vote.,"elections,legal-issues,supreme-court",mark-pocan,"State Assembly member, 78th District",Wisconsin,democrat,a speech
2596,True,TRUE,"If you look at most of the polls, this is a margin-of-error race on Fourth of July between Mitt Romney and the president.","elections,polls",chris-christie,Governor of New Jersey,New Jersey,republican,an interview on CNBC
2597,True,TRUE,"In the last 10 years, Georgias middle class income has dropped $6,500.","census,income",jason-carter,State Senator,Georgia,democrat,television ad
2598,True,TRUE,Rooting for the Red Sox is like rooting for the drug companies.,baseball,sherrod-brown,U.S. Senator,Ohio,democrat,an appearance on MSNBC
2599,True,TRUE,Obama has more czars than the Romanovs.,pop-culture,john-mccain,U.S. senator,Arizona,republican,a Twitter message
2600,True,TRUE,"Medicare costs have slowed down dramatically. In fact, the first two months of this fiscal year, Medicare costs were down even in nominal terms relative to the previous year.","federal-budget,health-care,medicare",peter-orszag,Director of the Office of Management and Budget,,democrat,"an interview on CNN's ""State of the Union"""
2601,True,TRUE,I have spent virtually every weekend since Memorial Day in the Panhandle.,oil-spill,charlie-crist,,Florida,democrat,a speech at the Florida Association of Counties conference
2602,False,pants-fire,"In the 2012 election, there were more votes cast than registered voters in St. Lucie County, and Palm Beach County had 141 percent turnout.",elections,viral-image,,,none,a viral image
2603,False,pants-fire,Im not a conspiracy theorist and I never allow conspiracy theorists on my program.,pundits,peter-lavelle,Crosstalk host on RT,,journalist,"a segment on RT's ""CrossTalk"""
2604,True,TRUE,"There is nothing in the current state public records law that prohibits sensitive or confidential business information from being just that, confidential.","government-efficiency,jobs",matt-lundy,State representative,Ohio,democrat,a news release
2605,True,TRUE,The U.S. doesnt make television sets anymore.,"technology,trade",donald-trump,President-Elect,New York,republican,a campaign speech
2606,True,TRUE,Heroin .. pours across our southern borders.,drugs,donald-trump,President-Elect,New York,republican,the third presidential debate
2607,True,TRUE,"Before the Republican wave in 2010, Democrats had an advantage on the generic ballot in Congress. Even in 1994 with the Gingrich revolution ... Democrats had that advantage.",elections,jonathan-karl,ABC News chief White House correspondent,,journalist,"a conversation on ABC's ""This Week"""
2608,True,TRUE,"Sen. McCain was already turning his sights to Iraq just days after 9/11, and he became a leading supporter of an invasion and occupation of (Iraq).",iraq,barack-obama,President,Illinois,democrat,"Orlando, Fla."
2609,True,TRUE,"Brazil built a $300 million stadium in the Amazon rainforest that is only going to be used for four World Cup games, and theres no team that can fill it afterwards.",sports,john-oliver,"Host, Last Week Tonight",,none,"a segment on ""Last Week Tonight"""
2610,False,pants-fire,"U.S. Rep. Jim Langevin didn't want a border fence to block illegal immigration ""because he is afraid that someone will get hurt trying to go around the fence.""","homeland-security,human-rights,immigration",michael-j-gardiner,Lawyer,Rhode Island,republican,a posting on his website
2611,True,TRUE,"The State Election Board has issued nearly $275,000 in fines to violators of absentee ballot laws.",elections,brian-kemp,Secretary of State,Georgia,republican,
2612,True,TRUE,"Dark money spending in the 2016 election cycle is 10 times what it was at the same point in the 2012 election cycle, when it topped $308 million.","campaign-finance,congress,elections",tammy-baldwin,U.S. Representative,Wisconsin,democrat,a campaign email
2613,False,pants-fire,There is an upcoming vote to preserve benefits of Texas homestead exemption for seniors and the disabled.,"elections,taxes",chain-email,,,none,a chain email forwarded by an Austin American-Statesman reader.
2614,False,pants-fire,The government is trying to now close the Lincoln Memorial for any kind of large gatherings.,"civil-rights,pundits",glenn-beck,,,none,comments on his radio program
2615,True,TRUE,More Americans have died from guns in the United States since 1968 than on battlefields of all the wars in American history.,"guns,military",nicholas-kristof,,,none,his column in the New York Times
2616,True,TRUE,"There is no war on coal. Period. There are more coal jobs and more coal produced in Ohio than there were five years ago, in spite of the talking points and the yard signs.","economy,energy,environment,jobs",sherrod-brown,U.S. Senator,Ohio,democrat,a debate
2617,False,pants-fire,One of the states largest governments made charging this tax one of their top priorities just this year.,"message-machine-2012,taxes",Yes-on-79,,Oregon,none,a state voters' pamphlet argument
2618,False,pants-fire,"The Trans-Pacific Partnership was designed for China to come in, as they always do, through the back door and totally take advantage of everyone.","china,trade",donald-trump,President-Elect,New York,republican,the fourth GOP primary debate.
2619,True,TRUE,More women are graduating from college now than men.,"education,women",mitch-mcconnell,Senate minority leader,Kentucky,republican,remarks to voters in Kentucky
2620,True,TRUE,Health insurance companies' costs are only 4 percent of all health care spending.,health-care,americas-health-insurance-plans,Trade group representing the health insurance industry,"Washington, D.C.",none,an advertisement
2621,False,pants-fire,Larry Taylor gave in-state tuition to illegal immigrants.,"education,immigration",conservative-voters-texas-pac,,,none,whylarrywhy.com
2622,False,pants-fire,About 78 to 81 House Democrats are members of the Communist Party. ... Its called the Congressional Progressive Caucus.,candidates-biography,allen-west,"U.S. representative, Florida District 22",Florida,republican,"a town hall meeting in Jensen Beach, Fla."
2623,False,pants-fire,Creflo Dollar needed a $65 million Gulfstream G650 to carry thousands of pounds of food and other supplies -- as well as the Word of God -- worldwide.,"religion,transparency",juda-engelmayer,New York publicist,Georgia,none,interviews
2624,True,TRUE,Halliburton gave Dick Cheney a $34 million payout when he left the company to join the presidential ticket.,"candidates-biography,corporations,energy,environment,oil-spill,pundits",chris-matthews,Host of MSNBC's Hardball,,none,an interview with Jay Leno on NBC's The Tonight Show
2625,False,pants-fire,Fox News is banned in Canada because it violatesa law thatprevents news channels from lying to their viewers.,"ethics,foreign-policy",facebook-posts,Social media posting,,none,posts on Facebook
2626,False,pants-fire,Youve been tremendously deceived by people who say the Earth is not flat.,"corrections-and-updates,science,space",bob,Hip hop artist,,none,in a Jan. 25 tweet
2627,True,TRUE,"Whether the Amendment passes or not, the medical use of marijuana is a federal criminal offense.","criminal-justice,drugs,health-care,marijuana,states",pam-bondi,,Florida,republican,an initial brief to the Florida Supreme Court
2628,False,pants-fire,Jules Bailey was instrumental in creating the Business Energy Tax Credit that let companies like Wal-Mart profit by $11 million while costing the Oregon general fund $33 million.,"state-finances,taxes",brian-wilson,Self-employed financial consultant,Oregon,none,a campaign email
2629,True,TRUE,The War in Afghanistan is officially the longest war Americans have ever been asked to endure.,"afghanistan,history,military",dennis-kucinich,U.S. representative,Ohio,democrat,a statement posted to his website
2630,True,TRUE,"Under this tax cut, middle-class families don't save enough for a weeks worth of groceries, while millionaires save enough to go on an exotic vacation.","income,taxes",lou-greenwald,State Assemblyman,New Jersey,democrat,a press release
2631,True,TRUE,The poverty rate amongst women is the worst its been in 17 years and the extreme poverty rate is the worst its ever been.,"poverty,women",george-allen,consultant,Virginia,republican,a debate.
2632,False,pants-fire,The word Dhimmitude is on page 107 of the health care law and means Muslims are specifically exempted from the government mandate to purchase insurance.,"health-care,religion",chain-email,,,none,a chain email
2633,False,pants-fire,Elorza wants to teach our public school children about the non-existence of God.,"candidates-biography,education,government-regulation,legal-issues,campaign-advertising,pop-culture,religion,science,unions",Local-799-international-assoc-fire-fighters,,Rhode Island,none,in a mailer
2634,True,TRUE,A study shows that children who live with a biological parent and the parents boyfriend or girlfriend have a 20 times greater chance of being sexually abused.,"children,crime,families,marriage",glenn-grothman,"State Senator, 20th District",Wisconsin,republican,an interview
2635,True,TRUE,"Today California is kicking our butt, creating more jobs and more economic growth than Texas.","economy,jobs,states",julian-castro,"Mayor, San Antonio",Texas,democrat,comments at Texas Democratic Party convention
2636,True,TRUE,"Last year, we had zero percent growth in GDP in Virginia ...The only states that did worse than us were Alaska and Mississippi.",economy,glen-sturtevant,,,republican,a candidates' forum.
2637,True,TRUE,Felony crimes in the city of Atlanta are the lowest they have been since 1969.,crime,kasim-reed,,,democrat,a speech
2638,True,TRUE,Both the Democratic and Republican candidates for president in 2016 are quite unpopular.,elections,jimmy-carter,,Georgia,democrat,interview with an AP reporter in Memphis
2639,True,TRUE,I came to the Republican Party sooner in age than Ronald Reagan.,"candidates-biography,new-hampshire-2012",rick-perry,Governor,Texas,republican,Republican presidential primary debate
2640,False,pants-fire,"Fluoride in the water, that was originally done by the Nazis!","corrections-and-updates,history,public-health,science,water",jesse-ventura,Author,Minnesota,independent,an interview with Salon.com
2641,True,TRUE,He was a member of the Iraq Study Group and was either fired or quit from a very important commission that was trying to figure out the way forward in Iraq.,iraq,john-mccain,U.S. senator,Arizona,republican,Interview on Fox News
2642,False,pants-fire,A bill that could restrict free speech when the president is nearby was signed by President Barack Obama in secret.,"congressional-rules,legal-issues,transparency",andrew-napolitano,judge,,republican,an interview on Fox News
2643,True,TRUE,"George Allen voted for budgets that increased the national debt by $16,400 for every second he served in the U.S. Senate.",federal-budget,jamie-radtke,,Virginia,republican,a news release
2644,False,pants-fire,"This town (Wilmington, Ohio) hasnt taken any money from the government. They don't want any money from the government.","economy,families,jobs,pundits",glenn-beck,,,none,his radio broadcast
2645,True,TRUE,The U.S. Constitution is the oldest written constitution still in use today among nations.,history,bob-goodlatte,U.S. Congressman,Virginia,republican,a video.
2646,True,TRUE,Donald Trumpsfoundation took money other people gave to his charity and then bought a six-foot-tall painting of himself.,candidates-biography,barack-obama,President,Illinois,democrat,a speech in Philadelphia
2647,False,pants-fire,Florida Democrats just voted to impose Sharia law on women.,"islam,legal-issues,religion",blog-posting,,,none,in various social media posts
2648,True,TRUE,Ninety-seven percent of Americans do not receive subsidies for health care under the Affordable Care Act.,"congress,government-regulation,guns,public-health,states",austin-scott,,Georgia,republican,press conference
2649,False,pants-fire,State Senate candidate Monk Elmer voted to exceed the (school district property tax) spending caps.,"education,message-machine,taxes",american-federation-children,,,none,a direct mail campaign piece 
2650,True,TRUE,"For at least a year now, I have called for two additional brigades, perhaps three.",military,barack-obama,President,Illinois,democrat,Afghanistan
2651,True,TRUE,Foreign aid is less than 1 percent of our federal budget.,"corrections-and-updates,federal-budget,foreign-policy",marco-rubio,U.S. Senator,Florida,republican,a GOP debate at the University of Miami
2652,True,TRUE,"Obama has ""visited more countries and met with more world leaders than any president in his first six months in office.""",foreign-policy,chain-email,,,none,a widely circulated e-mail
2653,True,TRUE,The Senate health care bill does not contain limits on medical malpractice lawsuits.,health-care,mitch-mcconnell,Senate minority leader,Kentucky,republican,a floor speech
2654,True,TRUE,"George Bush ... used a signing statement (on a FEMA bill) to say, 'I don't have to follow that, unless I choose to.' ",legal-issues,hillary-clinton,Presidential candidate,New York,democrat,"debate in Johnston, Iowa"
2655,True,TRUE,I saved the taxpayers $2-billion on a bogus Air Force Boeing tanker deal where people went to jail.,federal-budget,john-mccain,U.S. senator,Arizona,republican,"St. Petersburg, Fla."
2656,True,TRUE,"A telephone company will no longer have to provide landline service to customers if there is an alternative provider, including wireless.",market-regulation,ward-armstrong,"Minority leader, House of Delegates",Virginia,democrat,a House floor speech.
2657,True,TRUE,The people of Tiverton have historically supported [gambling measures] at a rate higher than the rest of the state.,"economy,gambling,history,polls,recreation,tourism",john-taylor-2,"chairman of the board, Twin River",Rhode Island,business-leader,"an interview on WPRI-TV's ""Newsmakers."""
2658,False,pants-fire,We know how to stop AIDS: persuade men not to have sex with men.,"gays-and-lesbians,health-care",bryan-fischer,Radio host,,none,"his ""Focal Point"" radio show"
2659,True,TRUE,"We are almost halfway to our goal of 1,000 rapes prosecuted!",crime,tim-mcginty,Cuyahoga County prosecutor,Ohio,democrat,his campaign website
2660,True,TRUE,"One in every five families in the state of New Jersey has a loved one with a mental illness, a serious mental illness, and today, we don't care.","health-care,state-budget",richard-codey,State Senator,New Jersey,democrat,a speech on the Senate floor
2661,False,pants-fire,"Kids who start in the ninth grade in the city of Newark this past September, 23 percent of them will graduate in four years.",education,chris-christie,Governor of New Jersey,New Jersey,republican,a radio interview
2662,False,pants-fire,"McCain was a ""Hanoi Hilton songbird"" who collaborated with the enemy.",candidates-biography,vietnam-veterans-against-john-mccain,,,none,a flyer sent to news organizations in South Carolina
2663,True,TRUE,All private healthcare plans must conform to government rules to participate in a Healthcare Exchange.,"health-care,market-regulation",chain-email,,,none,a chain e-mail
2664,True,TRUE,"The 1990s were a time of prosperity. We created more than 22-million new jobs, moved 8-million people out of poverty, and turned our economy around.",economy,bill-clinton,former president,Arkansas,democrat,
2665,False,pants-fire,The Affordable Care Act will likely go down as the biggest tax increase in history.,"financial-regulation,health-care,taxes",josh-mandel,Ohio treasurer,Ohio,republican,a news release
2666,True,TRUE,"New Jersey loses net, that is minus those who come into the state, 30,000 students a year.",education,susan-cole,Montclair State University President,,none,an interview on NJTV
2667,True,TRUE,Ive done more impeachments than anybody else in the history of the country.,"congressional-rules,criminal-justice,history,job-accomplishments",jim-sensenbrenner,Member of Congress,Wisconsin,republican,a House Judiciary Committee hearing
2668,False,pants-fire,"Marco Rubio believes the earth is 9,000 years old and that humans hunted dinosaurs to extinction; says Rand Paul believes the earth is 10,000 years old and God removed dinosaurs to make space for humans.","religion,science",facebook-posts,Social media posting,,none,a post from Being Liberal
2669,True,TRUE,Donald Trump wants to undo marriage equality.,"gays-and-lesbians,marriage",hillary-clinton,Presidential candidate,New York,democrat,a campaign speech
2670,True,TRUE,I would be first CPA to serve as Texas comptroller.,state-finances,raul-torres,"Accountant, politician",Texas,republican,a campaign video
2671,True,TRUE,"The Border Patrol has 20,000 agents more than twice as many as there were in 2004.",immigration,barack-obama,President,Illinois,democrat,a speech in El Paso
2672,True,TRUE,"Before I was state treasurer, my Rhode Island business helped create over 1,000 jobs.","candidates-biography,economy,job-accomplishments,jobs,message-machine-2014",gina-raimondo,venture capital company founder,Rhode Island,democrat,a campaign ad
2673,False,pants-fire,Barack Obama thinks terrorists just need a good talking to.,terrorism,republican-national-committee-republican,,,republican,a direct mail piece
2674,True,TRUE,"A majority of Americans agree with a ban on assault weapons. And by the way, so did Ronald Reagan.",guns,barack-obama,President,Illinois,democrat,in a speech
2675,True,TRUE,"Only 42 percent of young Georgians have a college certificate or degree, but soon 60 percent of jobs will require some college credential.","education,jobs",hank-huckaby,University System chancellor,Georgia,none,civic club speech
2676,True,TRUE,"Illinois suffered 1,652 overdose deaths in 2014 ... of which 40 percent were associated with heroin. Illinois is ranked number one in the nation for a decline in treatment capacity between 2007 and 2012, and is now ranked the third worst in the country for state-funded treatment capacity.",drugs,richard-durbin,Senator,Illinois,democrat,a press release 
2677,True,TRUE,"The average family (is) now bringing home $4,000 less than they did just five years ago.","economy,families",rob-portman,U.S. senator from Ohio,Ohio,republican,a Republican weekly address
2678,True,TRUE,There are four super PACs on the Republican side of the Texas U.S. Senate race.,campaign-finance,paul-sadler,Lawyer,Texas,democrat,a Travis County Democratic Party candidate forum
2679,False,pants-fire,We havent yet taken out a negative ad.,"campaign-finance,elections,abc-news-week",christine-odonnell,Candidate for U.S. Senate,Delaware,republican,a debate
2680,True,TRUE,The Milwaukee business community did not speak about the facts -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.,"state-budget,transportation",talgo-inc,Spanish-owned manufacturer of trains,,none,a statement from the company
2681,True,TRUE,Sen. McCain says it was not a mistake to vote against the Bush tax cuts ... but now says the tax cuts need to be made permanent.,taxes,mitt-romney,Former governor,Massachusetts,republican,a press release
2682,True,TRUE,97 percent of food stamp benefits are paid in the proper amounts to people who are really eligible.,"agriculture,poverty",pete-gallego,Former legislator and U.S. House member,Texas,democrat,a U.S. House committee meeting.
2683,True,TRUE,"The Senate has not passed a budget in more than three years, not a good budget, not a bad budget, no budget.",federal-budget,leonard-lance,,,republican,an interview on NJToday
2684,False,pants-fire,"Congress includes 36 people accused of spousal abuse, 84 arrested for drunk driving in the past year, 71 with terrible creditand more.","congress,crime,ethics",facebook-posts,Social media posting,,none,a Facebook meme
2685,False,pants-fire,The Bundy Ranch deal is all about Nevada Sen. Harry Reid using federal violence to take peoples land in his state so he can package it to re-sell it to the Chinese.,"china,environment,government-regulation",blog-posting,,,none,multiple blog and video posts
2686,True,TRUE,"Under the new health care law, if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds.","health-care,taxes",john-boehner,Speaker of the House of Representatives,Ohio,republican,a speech at the City Club of Cleveland
2687,True,TRUE,Charlie Crist implemented Jeb Bushs A+ Plan.,education,progressive-choice,,,organization,a campaign mailer
2688,True,TRUE,We have 650 people who move to Texas every day.,"corrections-and-updates,economy,population,states",glenn-hegar,Farmer,Texas,republican,"a speech in Georgetown, Texas"
2689,True,TRUE,You can buy lobster with food stamps.,"government-regulation,state-budget",greg-morris,,,republican,an article
2690,True,TRUE,Republicans supported legislation on early voting and in-person voting in 2005.,"elections,government-regulation,voting-record",teresa-fedor,State representative,Ohio,democrat,a news conference
2691,True,TRUE,Austin is the largest city in America without a congressional district anchored in it.,redistricting,elliott-naishtat,Attorney,Texas,democrat,a Texas House floor debate.
2692,True,TRUE,"When people enter the service, theres not a mental health evaluation.","health-care,military",michael-mccaul,congressman,Texas,republican,"comments on ""Fox News Sunday"""
2693,False,pants-fire,Theres more murders with hammers last year than...shotguns and pistols and AK-47s.,guns,bill-jackson,State Senator,Georgia,republican,a meeting
2694,True,TRUE,"Ms. Kagan has spent her entire professional career in Harvard Square, Hyde Park and the D.C. Beltway.","kagan-nomination,supreme-court",john-cornyn,Senator,Texas,republican,a press release
2695,True,TRUE,Nine million people have lower-cost HIV/AIDS medicine because of the work of the Clinton Foundation and my husband.,"foreign-policy,public-health",hillary-clinton,Presidential candidate,New York,democrat,an interview on CNN
2696,False,pants-fire,Ohio Treasurer Josh Mandel supports allowing the United States to default on its obligations.,"deficit,federal-budget",ohio-democratic-party,,Ohio,democrat,a news release
2697,False,pants-fire,"Ted Cruz was just bribed by the Kochs to introduce a bill that would give them and their allies Americas national forests, parks, and other public lands and open them for mining, drilling, fracking and logging.","campaign-finance,candidates-biography,crime,environment",occupy-democrats,,,organization,a Facebook photo post
2698,True,TRUE,One out of five of our children live in a family thats on food stamps.,"agriculture,children,federal-budget,hunger",rick-perry,Governor,Texas,republican,a speech in Iowa
2699,False,pants-fire,Latina who enthusiastically supported Donald Trump on stage in Las Vegas in October 2015 has been deported.,immigration,blog-posting,,,none,"social media posts, blogs"
2700,False,pants-fire,Newt Gingrich co-sponsored a bill with Nancy Pelosi that would have given $60 million a year to a U.N. program supporting Chinas brutal one-child policy.,"abortion,bipartisanship,candidates-biography,children,china,environment,federal-budget,message-machine-2012",restore-our-future,super PAC,,republican,a television ad
2701,True,TRUE,"Poor people go to a ""payday lender...and they pay 300, 400, 500 percent interest.""",poverty,john-edwards,former senator,North Carolina,democrat,"a speech in Americus, Ga."
2702,True,TRUE, ... following World War II war crime trials were convened. The Japanese were tried and convicted and hung for war crimes committed against American POWs. Among those charges for which they were convicted was waterboarding.,history,john-mccain,U.S. senator,Arizona,republican,a campaign event in St. Petersburg
2703,True,TRUE,"Right now in Georgia, nearly one in three leaving our prisons are re-convicted within three years.",criminal-justice,nathan-deal,,,republican,a speech
2704,True,TRUE,The Department of Homeland Security is the only federal department not funded for this entire fiscal year by Congress.,"congress,federal-budget,homeland-security,terrorism",lloyd-doggett,Texas congressman in the U.S. Houst of Representatives,Texas,democrat,oped commentary
2705,True,TRUE,"If you are a member of union, your median weekly income is roughly $200 more than if you are a nonunion member, and that doesnt include benefits.","unions,workers",thomas-perez,Secretary of Labor,Maryland,democrat,an interview.
